company,board,symbol,isin,trade_no,entry_type,signal_date,entry_date,entry,stop,target1,exit_date,exit_price,exit_reason,hold_sessions,pnl_pct,peak_gain_pct
Nanta Tech Ltd.,SME,NANTA,INE0YJA01011,1,early pivot reclaim,2026-01-01,2026-01-02,270.8,249.14,311.42,2026-07-13,506.85,OPEN,121,87.17,140.0
Tenneco Clean Air India Ltd.,Mainboard,TENNIND,INE19RI01016,1,late bloomer (vol-confirmed),2026-01-02,2026-01-05,543.9,500.39,625.48,2026-01-20,494.1,stop -8%,10,-10.16,0.0
KSH International Ltd.,Mainboard,KSHINTL,INE987S01020,1,early pivot reclaim,2026-01-02,2026-01-05,374.0,344.08,430.1,2026-01-12,342.35,stop -8%,5,-9.46,2.8
ICICI Prudential Asset Management Co.Ltd.,Mainboard,ICICIAMC,INE346A01027,1,early pivot reclaim,2026-01-05,2026-01-06,2648.0,2436.16,3045.2,2026-07-07,3201.9,"time (120 sessions, unproven)",120,19.92,33.6
Ashwini Container Movers Ltd.,SME,ASHWINI,INE1A6Q01010,1,early pivot reclaim,2026-01-05,2026-01-06,148.0,136.16,170.2,2026-01-29,132.15,stop -8%,14,-12.21,10.5
Nephrocare Health Services Ltd.,Mainboard,NEPHROPLUS,INE428V01029,1,early pivot reclaim,2026-01-07,2026-01-08,504.0,463.68,579.6,2026-07-09,633.4,"time (120 sessions, unproven)",120,24.67,49.1
EPW India Ltd.,SME,EPWINDIA,INE1KEC01023,2,early pivot reclaim,2026-01-09,2026-01-12,123.4,113.53,141.91,2026-01-13,108.5,stop -8%,1,-13.57,0.0
Shree Refrigerations Ltd.,SME,SHREEREF,INE0FMZ01045,2,early pivot reclaim,2026-01-13,2026-01-14,184.0,169.28,211.6,2026-01-21,166.7,stop -8%,4,-10.9,2.2
Bai Kakaji Polymers Ltd.,SME,BAIKAKAJI,INE1IJQ01026,1,early pivot reclaim,2026-01-13,2026-01-14,199.7,183.72,229.65,2026-02-25,183.25,stop -8%,28,-9.74,5.3
Corona Remedies Ltd.,Mainboard,CORONA,INE02ZQ01018,1,early pivot reclaim,2026-01-16,2026-01-19,1500.0,1380.0,1725.0,2026-07-13,2054.1,OPEN,116,36.94,36.9
Gabion Technologies India Ltd.,SME,GTIL,INE1H1501013,1,early pivot reclaim,2026-01-16,2026-01-19,92.0,84.64,105.8,2026-01-21,82.84,stop -8%,2,-11.46,0.0
Patil Automation Ltd.,SME,PATILAUTOM,INE17GV01016,2,early pivot reclaim,2026-01-22,2026-01-23,165.0,151.8,189.75,2026-01-28,146.25,stop -8%,2,-12.86,0.0
Tenneco Clean Air India Ltd.,Mainboard,TENNIND,INE19RI01016,2,early pivot reclaim,2026-01-22,2026-01-23,523.75,481.85,602.31,2026-07-13,584.1,OPEN,112,11.52,24.4
Amagi Media Labs Ltd.,Mainboard,AMAGI,INE121R01077,1,early pivot reclaim,2026-01-22,2026-01-23,371.95,342.19,427.74,2026-03-23,334.25,stop -8%,39,-11.14,12.1
Prime Cable Industries Ltd.,SME,PRIMECAB,INE0CQA01020,2,early pivot reclaim,2026-01-23,2026-01-27,82.5,75.9,94.87,2026-02-23,75.4,stop -8%,19,-10.11,5.2
GRE Renew Enertech Ltd.,SME,GRERENEW,INE0U8P01015,1,early pivot reclaim,2026-01-23,2026-01-27,105.5,97.06,121.32,2026-01-27,96.25,stop -8%,0,-10.27,0.0
Solarium Green Energy Ltd.,SME,SOLARIUM,INE0W0H01017,2,early pivot reclaim,2026-01-27,2026-01-28,210.0,193.2,241.5,2026-02-16,180.55,stop -8%,13,-15.52,1.7
Defrail Technologies Ltd.,SME,DEFRAIL,INE0ZE201010,1,early pivot reclaim,2026-01-28,2026-01-29,105.94,97.46,121.83,2026-02-04,94.4,stop -8%,4,-12.39,3.5
Airfloa Rail Technology Ltd.,SME,AIRFLOA,INE0XBS01012,2,early pivot reclaim,2026-01-29,2026-01-30,294.3,270.76,338.44,2026-02-02,266.3,stop -8%,1,-11.01,1.6
Epack Prefab Technologies Ltd.,Mainboard,EPACKPEB,INE0MLS01022,2,early pivot reclaim,2026-01-30,2026-02-02,197.0,181.24,226.55,2026-02-24,180.68,stop -8%,16,-9.28,6.6
Flysbs Aviation Ltd.,SME,FLYSBS,INE0VCK01011,2,early pivot reclaim,2026-02-02,2026-02-03,513.85,472.74,590.93,2026-02-05,464.9,stop -8%,2,-11.03,0.0
GRE Renew Enertech Ltd.,SME,GRERENEW,INE0U8P01015,2,early pivot reclaim,2026-02-02,2026-02-03,96.65,88.92,111.15,2026-07-13,156.9,OPEN,98,62.34,79.9
Digilogic Systems Ltd.,SME,DIGILOGIC,INE1OOT01028,1,early pivot reclaim,2026-02-02,2026-02-03,92.99,85.55,106.94,2026-03-23,85.22,stop -8%,33,-9.86,10.2
Desco Infratech Ltd.,SME,DESCO,INE0TGG01014,2,early pivot reclaim,2026-02-03,2026-02-04,170.5,156.86,196.08,2026-02-19,154.85,stop -8%,11,-10.68,11.0
Shree Refrigerations Ltd.,SME,SHREEREF,INE0FMZ01045,3,early pivot reclaim,2026-02-03,2026-02-04,184.0,169.28,211.6,2026-07-13,348.4,OPEN,105,89.35,117.4
Airfloa Rail Technology Ltd.,SME,AIRFLOA,INE0XBS01012,3,early pivot reclaim,2026-02-03,2026-02-04,297.9,274.07,342.58,2026-02-20,273.85,stop -8%,12,-9.57,0.0
DSM Fresh Foods Ltd.,SME,DSM,INE0SUM01015,2,early pivot reclaim,2026-02-03,2026-02-04,125.0,115.0,143.75,2026-02-19,114.6,stop -8%,11,-9.82,5.9
Hannah Joseph Hospital Ltd.,SME,HANNAH,INE0JVH01012,1,early pivot reclaim,2026-02-03,2026-02-04,69.8,64.22,80.27,2026-02-23,64.12,stop -8%,13,-9.64,0.0
True Colors Ltd.,SME,TRUECOLORS,INE1LDV01015,2,early pivot reclaim,2026-02-04,2026-02-05,195.0,179.4,224.25,2026-02-17,178.1,stop -8%,8,-10.17,0.0
INDO SMC Ltd.,SME,INDOSMC,INE0WKY01013,1,early pivot reclaim,2026-02-04,2026-02-05,170.0,156.4,195.5,2026-02-23,151.85,stop -8%,12,-12.18,8.9
Kasturi Metal Composite Ltd.,SME,KASTURI,INE0T1301023,1,early pivot reclaim,2026-02-04,2026-02-05,65.0,59.8,74.75,2026-02-13,58.41,stop -8%,6,-11.64,11.2
Defrail Technologies Ltd.,SME,DEFRAIL,INE0ZE201010,2,early pivot reclaim,2026-02-05,2026-02-06,99.0,91.08,113.85,2026-03-02,88.98,stop -8%,16,-11.62,18.2
Euro Pratik Sales Ltd.,Mainboard,EUROPRATIK,INE198501012,2,early pivot reclaim,2026-02-06,2026-02-09,278.8,256.5,320.62,2026-02-09,240.36,stop -8%,0,-14.79,0.0
KSH International Ltd.,Mainboard,KSHINTL,INE987S01020,2,early pivot reclaim,2026-02-06,2026-02-09,360.0,331.2,414.0,2026-07-13,875.5,OPEN,102,143.19,146.2
Travel Food Services Ltd.,Mainboard,TRAVELFOOD,INE103V01028,3,early pivot reclaim,2026-02-09,2026-02-10,1174.0,1080.08,1350.1,2026-05-18,1064.1,stop -8%,63,-10.36,12.5
Atlanta Electricals Ltd.,Mainboard,ATLANTAELE,INE0Z4F01028,2,early pivot reclaim,2026-02-09,2026-02-10,884.45,813.69,1017.12,2026-07-13,1709.8,OPEN,101,93.32,143.3
KRM Ayurveda Ltd.,SME,KRMAYURVED,INE1MTV01019,1,early pivot reclaim,2026-02-09,2026-02-10,194.0,178.48,223.1,2026-03-17,177.45,stop -8%,24,-10.03,15.5
CKK Retail Mart Ltd.,SME,CKKRETAIL,INE0SMX01019,1,early pivot reclaim,2026-02-09,2026-02-10,188.65,173.56,216.95,2026-03-09,183.0,trail (30% off peak after +15%),18,-4.49,40.6
Park Medi World Ltd.,Mainboard,PARKHOSPS,INE119201023,1,late bloomer (vol-confirmed),2026-02-10,2026-02-11,167.2,153.82,192.28,2026-07-13,290.45,OPEN,100,73.71,79.0
Wakefit Innovations Ltd.,Mainboard,WAKEFIT,INE0E7301029,1,late bloomer (vol-confirmed),2026-02-11,2026-02-12,214.73,197.55,246.94,2026-02-23,196.52,stop -8%,7,-9.48,0.1
Shadowfax Technologies Ltd.,Mainboard,SHADOWFAX,INE12UN01015,1,early pivot reclaim,2026-02-12,2026-02-13,124.0,114.08,142.6,2026-03-11,112.3,stop -8%,17,-10.44,0.6
Brandman Retail Ltd.,SME,BRANDMAN,INE0XUD01014,1,early pivot reclaim,2026-02-12,2026-02-13,201.75,185.61,232.01,2026-02-26,185.0,stop -8%,9,-9.8,17.3
Grover Jewells Ltd.,SME,GJL,INE1TY801010,1,early pivot reclaim,2026-02-12,2026-02-13,111.05,102.17,127.71,2026-04-02,182.05,trail (30% off peak after +15%),31,62.44,141.9
Goel Construction Co.Ltd.,SME,GOELCONS,INE0ZOM01013,2,early pivot reclaim,2026-02-13,2026-02-16,320.0,294.4,368.0,2026-02-19,292.05,stop -8%,3,-10.23,0.0
Aye Finance Ltd.,Mainboard,AYE,INE501X01029,1,early pivot reclaim,2026-02-17,2026-02-18,136.93,125.98,157.47,2026-02-20,124.97,stop -8%,2,-9.73,0.0
Kasturi Metal Composite Ltd.,SME,KASTURI,INE0T1301023,2,early pivot reclaim,2026-02-19,2026-02-20,71.75,66.01,82.51,2026-02-24,65.86,stop -8%,2,-9.71,0.0
Game Changers Texfab Ltd.,SME,TRADEUNO,INE1GUJ01014,2,early pivot reclaim,2026-02-25,2026-02-26,111.0,102.12,127.65,2026-03-23,102.0,stop -8%,16,-9.61,2.6
Ashwini Container Movers Ltd.,SME,ASHWINI,INE1A6Q01010,2,early pivot reclaim,2026-02-27,2026-03-02,147.05,135.29,169.11,2026-03-25,130.95,stop -8%,16,-12.45,3.6
TechD Cybersecurity Ltd.,SME,TECHD,INE0Y5H01014,2,early pivot reclaim,2026-03-02,2026-03-04,417.3,383.92,479.9,2026-07-13,573.5,OPEN,86,37.43,67.1
Accord Transformer & Switchgear Ltd.,SME,ACCORDTS,INE132201018,1,early pivot reclaim,2026-03-04,2026-03-05,53.5,49.22,61.52,2026-03-09,47.99,stop -8%,2,-11.8,0.0
Flysbs Aviation Ltd.,SME,FLYSBS,INE0VCK01011,3,early pivot reclaim,2026-03-05,2026-03-06,457.45,420.85,526.07,2026-03-10,412.35,stop -8%,2,-11.36,0.0
Yaap Digital Ltd.,SME,YAAP,INE0U0J01015,1,early pivot reclaim,2026-03-06,2026-03-09,133.0,122.36,152.95,2026-07-13,149.75,OPEN,82,12.59,60.6
Admach Systems Ltd.,SME,ADMACH,INE0XLO01010,2,early pivot reclaim,2026-03-10,2026-03-11,205.0,188.6,235.75,2026-03-30,180.0,stop -8%,12,-13.7,0.0
Manilam Industries India Ltd.,SME,MANILAM,INE1ERK01013,1,early pivot reclaim,2026-03-10,2026-03-11,58.45,53.77,67.22,2026-03-27,53.6,stop -8%,11,-9.8,1.5
Acetech E-Commerce Ltd.,SME,ACETEC,INE1J6M01010,1,early pivot reclaim,2026-03-10,2026-03-11,121.0,111.32,139.15,2026-07-13,125.85,OPEN,62,4.01,21.0
Midwest Ltd.,Mainboard,MIDWESTLTD,INE0XAD01024,3,early pivot reclaim,2026-03-11,2026-03-12,1210.0,1113.2,1391.5,2026-07-13,1324.8,OPEN,80,9.49,14.7
Srinibas Pradhan Constructions Ltd.,SME,SPCON,INE0TPJ01019,1,early pivot reclaim,2026-03-16,2026-03-17,105.0,96.6,120.75,2026-07-13,135.0,OPEN,52,28.57,48.6
Prostarm Info Systems Ltd.,Mainboard,PROSTARM,INE0BX301013,2,early pivot reclaim,2026-03-18,2026-03-19,127.6,117.39,146.74,2026-03-30,115.41,stop -8%,6,-10.55,1.4
Emmvee Photovoltaic Power Ltd.,Mainboard,EMMVEE,INE1C6T01020,3,early pivot reclaim,2026-03-18,2026-03-19,232.0,213.44,266.8,2026-07-13,339.2,OPEN,75,46.21,56.1
KRM Ayurveda Ltd.,SME,KRMAYURVED,INE1MTV01019,2,early pivot reclaim,2026-03-18,2026-03-19,190.0,174.8,218.5,2026-07-13,257.8,OPEN,75,35.68,39.8
Gaudium IVF & Women Health Ltd.,Mainboard,GAUDIUMIVF,INE0P8B01020,1,early pivot reclaim,2026-03-18,2026-03-19,82.51,75.91,94.89,2026-03-23,70.67,stop -8%,2,-15.35,0.0
Omnitech Engineering Ltd.,Mainboard,OMNI,INE0UH301010,1,early pivot reclaim,2026-03-18,2026-03-19,235.0,216.2,270.25,2026-07-13,547.65,OPEN,75,133.04,142.4
Elfin Agro India Ltd.,SME,ELFIN,INE1FEW01013,1,early pivot reclaim,2026-03-18,2026-03-19,48.2,44.34,55.43,2026-07-13,73.0,OPEN,74,51.45,55.8
Apsis Aerocom Ltd.,SME,APSISAERO,INE1OOJ01011,1,early pivot reclaim,2026-03-19,2026-03-20,176.7,162.56,203.2,2026-03-30,156.45,stop -8%,5,-12.96,5.2
Unified Data-Tech Solutions Ltd.,SME,UNIFIED,INE1ABX01018,3,early pivot reclaim,2026-03-24,2026-03-25,305.1,280.69,350.86,2026-07-13,370.0,OPEN,71,21.27,45.0
Bhavik Enterprises Ltd.,SME,BHAVIK,INE18PB01017,1,late bloomer (vol-confirmed),2026-03-27,2026-03-30,157.5,144.9,181.12,2026-07-09,150.0,OPEN,42,-4.76,10.5
Accord Transformer & Switchgear Ltd.,SME,ACCORDTS,INE132201018,2,early pivot reclaim,2026-03-27,2026-03-30,57.7,53.08,66.36,2026-07-08,52.33,stop -8%,66,-10.81,30.3
Apsis Aerocom Ltd.,SME,APSISAERO,INE1OOJ01011,2,early pivot reclaim,2026-04-01,2026-04-02,166.0,152.72,190.9,2026-07-13,371.25,OPEN,67,123.64,123.6
GSP Crop Science Ltd.,Mainboard,GSPCROP,INE713R01022,1,early pivot reclaim,2026-04-01,2026-04-02,380.25,349.83,437.29,2026-07-13,431.95,OPEN,67,13.6,20.2
INDO SMC Ltd.,SME,INDOSMC,INE0WKY01013,2,early pivot reclaim,2026-04-02,2026-04-06,160.8,147.94,184.92,2026-07-13,423.65,OPEN,66,163.46,164.9
Prostarm Info Systems Ltd.,Mainboard,PROSTARM,INE0BX301013,3,early pivot reclaim,2026-04-06,2026-04-07,129.11,118.78,148.48,2026-07-13,131.23,OPEN,65,1.64,31.7
Anand Rathi Share & Stock Brokers Ltd.,Mainboard,ARSSBL,INE549H01021,2,early pivot reclaim,2026-04-06,2026-04-07,459.95,423.15,528.94,2026-07-13,580.85,OPEN,65,26.29,33.4
SEDEMAC Mechatronics Ltd.,Mainboard,SEDEMAC,INE00XB01019,1,early pivot reclaim,2026-04-06,2026-04-07,1680.2,1545.78,1932.23,2026-07-13,2719.6,OPEN,65,61.86,72.3
Sambhv Steel Tubes Ltd.,Mainboard,SAMBHV,INE12NJ01018,2,early pivot reclaim,2026-04-07,2026-04-08,115.0,105.8,132.25,2026-05-29,104.06,stop -8%,34,-10.51,12.7
Rajputana Stainless Ltd.,Mainboard,RSL,INE313L01016,1,early pivot reclaim,2026-04-07,2026-04-08,125.0,115.0,143.75,2026-07-13,128.82,OPEN,64,3.06,13.3
Speciality Medicines Ltd.,SME,SPML,INE0R0M01014,1,early pivot reclaim,2026-04-07,2026-04-08,140.95,129.67,162.09,2026-05-19,243.6,trail (30% off peak after +15%),27,71.33,157.6
Shringar House of Mangalsutra Ltd.,Mainboard,SHRINGARMS,INE1B3L01017,2,early pivot reclaim,2026-04-08,2026-04-09,194.8,179.22,224.02,2026-07-13,231.09,OPEN,63,18.63,18.8
Game Changers Texfab Ltd.,SME,TRADEUNO,INE1GUJ01014,3,early pivot reclaim,2026-04-08,2026-04-09,120.0,110.4,138.0,2026-04-24,109.05,stop -8%,10,-10.63,1.6
Shadowfax Technologies Ltd.,Mainboard,SHADOWFAX,INE12UN01015,2,early pivot reclaim,2026-04-08,2026-04-09,123.66,113.77,142.21,2026-07-13,222.61,OPEN,63,80.02,90.3
Powerica Ltd.,Mainboard,POWERICA,INE921L01032,1,early pivot reclaim,2026-04-08,2026-04-09,396.0,364.32,455.4,2026-07-13,574.35,OPEN,63,45.04,67.1
Sai Parenteral's Ltd.,Mainboard,SAIPARENT,INE0H9F01037,1,early pivot reclaim,2026-04-08,2026-04-09,421.75,388.01,485.01,2026-07-13,586.15,OPEN,63,38.98,47.9
Vidya Wires Ltd.,Mainboard,VIDYAWIRES,INE14UN01029,1,late bloomer (vol-confirmed),2026-04-09,2026-04-10,62.02,57.06,71.32,2026-07-13,96.35,OPEN,62,55.35,83.8
Gaudium IVF & Women Health Ltd.,Mainboard,GAUDIUMIVF,INE0P8B01020,2,early pivot reclaim,2026-04-09,2026-04-10,90.79,83.53,104.41,2026-07-13,130.02,OPEN,62,43.21,43.2
Novus Loyalty Ltd.,SME,NOVUS,INE1TFS01019,1,early pivot reclaim,2026-04-09,2026-04-10,160.95,148.07,185.09,2026-05-12,147.6,stop -8%,20,-9.79,16.7
Tipco Engineering India Ltd.,SME,TIPCO,INE1U6D01014,1,early pivot reclaim,2026-04-09,2026-04-10,92.0,84.64,105.8,2026-07-13,184.15,OPEN,62,100.16,110.8
Vivid Electromech Ltd.,SME,VIVIDEL,INE24H301028,1,early pivot reclaim,2026-04-09,2026-04-10,641.0,589.72,737.15,2026-07-13,1242.35,OPEN,62,93.81,119.2
Goel Construction Co.Ltd.,SME,GOELCONS,INE0ZOM01013,3,early pivot reclaim,2026-04-13,2026-04-15,325.0,299.0,373.75,2026-07-13,487.0,OPEN,60,49.85,54.4
Central Mine Planning & Design Institute Ltd.,Mainboard,CMPDI,INE05HV01027,1,early pivot reclaim,2026-04-13,2026-04-15,173.6,159.71,199.64,2026-07-13,261.68,OPEN,60,50.74,59.9
Fujiyama Power Systems Ltd.,Mainboard,UTLSOLAR,INE12UR01024,1,late bloomer (vol-confirmed),2026-04-15,2026-04-16,245.0,225.4,281.75,2026-07-13,401.1,OPEN,59,63.71,63.7
Tata Capital Ltd.,Mainboard,TATACAP,INE976I01016,2,early pivot reclaim,2026-04-16,2026-04-17,334.0,307.28,384.1,2026-05-13,305.35,stop -8%,17,-9.58,2.0
Amagi Media Labs Ltd.,Mainboard,AMAGI,INE121R01077,2,early pivot reclaim,2026-04-16,2026-04-17,363.75,334.65,418.31,2026-07-13,583.2,OPEN,58,60.33,60.3
Biopol Chemicals Ltd.,SME,BIOPOL,INE0XW001014,1,late bloomer (vol-confirmed),2026-04-16,2026-04-17,114.05,104.93,131.16,2026-06-01,104.4,stop -8%,29,-9.96,12.2
Clean Max Enviro Energy Solutions Ltd.,Mainboard,CLEANMAX,INE647U01026,1,late bloomer (vol-confirmed),2026-04-16,2026-04-17,969.95,892.35,1115.44,2026-07-13,1305.7,OPEN,58,34.62,54.0
Ashwini Container Movers Ltd.,SME,ASHWINI,INE1A6Q01010,3,early pivot reclaim,2026-04-17,2026-04-20,146.0,134.32,167.9,2026-07-13,187.0,OPEN,53,28.08,32.7
Emiac Technologies Ltd.,SME,EMIAC,INE1OSW01015,1,early pivot reclaim,2026-04-17,2026-04-20,112.0,103.04,128.8,2026-05-15,100.25,stop -8%,18,-11.99,4.1
Om Power Transmission Ltd.,Mainboard,OMPOWER,INE25E901019,1,early pivot reclaim,2026-04-20,2026-04-21,206.0,189.52,236.9,2026-05-07,189.05,stop -8%,11,-9.23,0.0
Anthem Biosciences Ltd.,Mainboard,ANTHEM,INE0CZ201020,2,early pivot reclaim,2026-04-22,2026-04-23,751.1,691.01,863.76,2026-07-13,747.65,OPEN,54,-0.46,9.2
Fractal Analytics Ltd.,Mainboard,FRACTAL,INE212S01015,1,late bloomer (vol-confirmed),2026-04-22,2026-04-23,901.0,828.92,1036.15,2026-07-08,818.9,stop -8%,51,-10.11,22.3
Advance Agrolife Ltd.,Mainboard,ADVANCE,INE1B0W01010,3,early pivot reclaim,2026-04-27,2026-04-28,116.98,107.62,134.53,2026-05-12,106.24,stop -8%,9,-10.18,0.0
Mehul Telecom Ltd.,SME,MTL,INE1K0V01011,1,early pivot reclaim,2026-04-27,2026-04-28,121.2,111.5,139.38,2026-05-05,106.8,stop -8%,4,-13.38,2.7
Gujarat Kidney & Super Speciality Ltd.,Mainboard,GKSL,INE0V0W01025,1,late bloomer (vol-confirmed),2026-04-30,2026-05-04,124.73,114.75,143.44,2026-07-13,133.9,OPEN,48,7.35,14.9
Highness Microelectronics Ltd.,SME,HIGHNESS,INE1KI801019,1,early pivot reclaim,2026-05-04,2026-05-05,137.55,126.55,158.18,2026-07-13,190.5,OPEN,47,38.5,42.2
Adisoft Technologies Ltd.,SME,ADISOFT,INE20PL01012,1,early pivot reclaim,2026-05-04,2026-05-05,237.3,218.32,272.9,2026-05-13,210.9,stop -8%,6,-12.63,4.5
Euro Pratik Sales Ltd.,Mainboard,EUROPRATIK,INE198501012,3,early pivot reclaim,2026-05-06,2026-05-07,280.1,257.69,322.12,2026-05-13,252.45,stop -8%,4,-10.87,0.0
Safety Controls & Devices Ltd.,SME,SCDL,INE0UMH01018,1,early pivot reclaim,2026-05-08,2026-05-11,85.8,78.94,98.67,2026-06-04,78.38,stop -8%,16,-10.15,19.1
OnEMI Technology Solutions Ltd.,Mainboard,KISSHT,INE12F801023,1,early pivot reclaim,2026-05-20,2026-05-21,249.0,229.08,286.35,2026-07-13,324.85,OPEN,35,30.46,30.5
RFBL Flexi Pack Ltd.,SME,RFBL,INE0V2V01015,1,early pivot reclaim,2026-05-20,2026-05-21,60.7,55.84,69.8,2026-07-13,89.45,OPEN,35,47.36,63.3
Exim Routes Ltd.,SME,EXIMROUTES,INE19I001020,2,early pivot reclaim,2026-05-29,2026-06-01,116.0,106.72,133.4,2026-06-11,100.45,stop -8%,7,-14.91,0.9
Adisoft Technologies Ltd.,SME,ADISOFT,INE20PL01012,2,early pivot reclaim,2026-05-29,2026-06-01,228.0,209.76,262.2,2026-06-08,206.85,stop -8%,5,-10.78,15.5
Vegorama Punjabi Angithi Ltd.,SME,VPAL,INE1L3801017,1,early pivot reclaim,2026-05-29,2026-06-01,124.1,114.17,142.71,2026-07-13,143.75,OPEN,29,15.83,36.3
Autofurnish Ltd.,SME,AFLTD,INE18HI01019,1,early pivot reclaim,2026-06-01,2026-06-02,46.95,43.19,53.99,2026-07-13,61.83,OPEN,28,31.69,31.7
Yaashvi Jewellers Ltd.,SME,YAASHVI,INE1T6L01010,1,early pivot reclaim,2026-06-03,2026-06-04,87.0,80.04,100.05,2026-07-10,76.4,stop -8%,25,-13.68,18.6
Bio Medica Laboratories Ltd.,SME,BMLL,INE1BKA01015,1,early pivot reclaim,2026-06-05,2026-06-08,126.0,115.92,144.9,2026-07-13,139.5,OPEN,24,10.71,14.4
Q-Line Biotech Ltd.,SME,QLINE,INE1G2W01011,1,early pivot reclaim,2026-06-05,2026-06-08,499.9,459.91,574.88,2026-07-13,543.45,OPEN,24,8.71,17.4
Safety Controls & Devices Ltd.,SME,SCDL,INE0UMH01018,2,early pivot reclaim,2026-06-08,2026-06-09,82.08,75.51,94.39,2026-06-18,75.21,stop -8%,7,-9.87,0.0
Harikanta Overseas Ltd.,SME,HARIKANTA,INE1UYW01010,1,early pivot reclaim,2026-06-08,2026-06-09,87.47,80.47,100.59,2026-06-12,76.58,stop -8%,3,-13.95,0.0
Adisoft Technologies Ltd.,SME,ADISOFT,INE20PL01012,3,early pivot reclaim,2026-06-09,2026-06-10,217.0,199.64,249.55,2026-06-11,198.05,stop -8%,1,-10.23,0.0
Teamtech Formwork Solutions Ltd.,SME,TEAMTECH,INE2OL601013,1,early pivot reclaim,2026-06-09,2026-06-10,81.95,75.39,94.24,2026-07-13,118.5,OPEN,22,44.6,48.6
Merritronix Ltd.,SME,MRTX,INE1RQS01010,1,early pivot reclaim,2026-06-09,2026-06-10,327.7,301.48,376.85,2026-07-13,389.75,OPEN,22,18.94,39.1
Jain Resource Recycling Ltd.,Mainboard,JAINREC,INE0YD401026,2,early pivot reclaim,2026-06-12,2026-06-15,333.0,306.36,382.95,2026-07-13,338.5,OPEN,19,1.65,14.2
Smartworks Coworking Spaces Ltd.,Mainboard,SMARTWORKS,INE0NAZ01010,3,early pivot reclaim,2026-06-15,2026-06-16,473.5,435.62,544.52,2026-07-13,474.3,OPEN,18,0.17,4.0
Tata Capital Ltd.,Mainboard,TATACAP,INE976I01016,3,early pivot reclaim,2026-06-15,2026-06-16,345.0,317.4,396.75,2026-07-13,360.95,OPEN,18,4.62,7.0
Bai Kakaji Polymers Ltd.,SME,BAIKAKAJI,INE1IJQ01026,2,early pivot reclaim,2026-06-15,2026-06-16,209.0,192.28,240.35,2026-07-02,188.3,stop -8%,11,-11.4,0.0
Hexagon Nutrition Ltd.,Mainboard,HEXAGON,INE0JUI01012,1,early pivot reclaim,2026-06-15,2026-06-16,52.14,47.97,59.96,2026-07-13,76.16,OPEN,18,46.07,46.1
Genxai Analytics Ltd.,SME,GENXAI,INE1W0N01014,1,early pivot reclaim,2026-06-15,2026-06-16,100.95,92.87,116.09,2026-06-18,90.75,stop -8%,2,-11.6,0.0
Value 360 Communications Ltd.,SME,VALUE360,INE1E7Y01018,1,early pivot reclaim,2026-06-16,2026-06-17,87.0,80.04,100.05,2026-06-22,79.6,stop -8%,3,-10.01,0.7
Vahh Chemicals Ltd.,SME,VAHH,INE0H3U01013,1,early pivot reclaim,2026-06-17,2026-06-18,73.98,68.06,85.08,2026-06-19,66.22,stop -8%,1,-11.99,0.0
Susan Electricals India Ltd.,SME,SUSAN,INE2L0V01019,1,early pivot reclaim,2026-06-19,2026-06-22,215.3,198.08,247.6,2026-07-13,218.65,OPEN,14,1.56,18.9
Sambhv Steel Tubes Ltd.,Mainboard,SAMBHV,INE12NJ01018,3,early pivot reclaim,2026-06-22,2026-06-23,113.25,104.19,130.24,2026-07-13,120.92,OPEN,13,6.77,6.8
Simca Advertising Ltd.,SME,SIMCA,INE1K4J01018,1,early pivot reclaim,2026-06-22,2026-06-23,168.0,154.56,193.2,2026-07-13,191.3,OPEN,13,13.87,13.9
Value 360 Communications Ltd.,SME,VALUE360,INE1E7Y01018,2,early pivot reclaim,2026-06-23,2026-06-24,84.8,78.02,97.52,2026-07-13,84.45,OPEN,12,-0.41,5.0
Leapfrog Engineering Services Ltd.,SME,LESL,INE0X6O01027,1,early pivot reclaim,2026-06-25,2026-06-29,24.2,22.26,27.83,2026-07-01,21.76,stop -8%,2,-11.58,0.0
B.A.G.Convergence Ltd.,SME,BAGDIGITAL,INE17CQ01015,2,early pivot reclaim,2026-06-29,2026-06-30,109.0,100.28,125.35,2026-07-13,104.05,OPEN,7,-4.54,0.0
Connplex Cinemas Ltd.,SME,CONNPLEX,INE0EAS01014,3,early pivot reclaim,2026-06-30,2026-07-01,200.0,184.0,230.0,2026-07-13,198.6,OPEN,8,-0.7,4.6
Safety Controls & Devices Ltd.,SME,SCDL,INE0UMH01018,3,early pivot reclaim,2026-06-30,2026-07-01,87.0,80.04,100.05,2026-07-03,80.04,stop -8%,2,-9.5,0.5
Waterways Leisure Tourism Ltd.,Mainboard,CORDELIA,INE0LZF01013,1,early pivot reclaim,2026-07-02,2026-07-03,780.0,717.6,897.0,2026-07-13,854.45,OPEN,6,9.54,10.5
Shreedhar Spinners Ltd.,SME,SHREEDHAR,INE0K3301012,1,early pivot reclaim,2026-07-02,2026-07-03,62.85,57.82,72.28,2026-07-13,72.1,OPEN,6,14.72,14.7
Bai Kakaji Polymers Ltd.,SME,BAIKAKAJI,INE1IJQ01026,3,early pivot reclaim,2026-07-06,2026-07-07,195.5,179.86,224.82,2026-07-13,195.75,OPEN,4,0.13,0.1
Crazy Snacks Ltd.,SME,CRAZY,INE0RBX01014,1,early pivot reclaim,2026-07-07,2026-07-08,48.9,44.99,56.23,2026-07-13,48.17,OPEN,3,-1.49,0.0
