isin,day,fwd20,fwd60,vol_change_pct
INE0JQS01019,420,-7.824726134585291,,-63.24961558175295
INE0JVH01012,100,-9.745762711864403,,-25.482625482625487
INE0JWS01017,379,0.81612090680101,-1.6120906801007528,-82.23415742813252
INE0JWS01017,701,,,785.057686194581
INE0KZF01015,19,-20.66772655007949,-30.60413354531002,-81.02390688895879
INE0KZF01015,30,-13.231323132313221,-23.04230423042304,-90.68612232226016
INE0KZF01015,148,19.22330097087379,26.407766990291258,-82.38636363636364
INE0KZF01015,156,16.157989228007175,7.001795332136451,-76.55172413793103
INE0KZF01015,171,-4.6544428772919755,-12.552891396332866,16.36363636363636
INE0KZF01015,177,4.889589905362768,-0.1577287066246047,-30.000000000000004
INE0KZF01015,211,-0.6410256410256387,3.205128205128216,28.301886792452823
INE0KZF01015,264,-17.68202080237742,-17.83060921248143,-22.972972972972972
INE0KZF01015,284,5.054151624548742,-10.649819494584833,-10.526315789473683
INE0KZF01015,288,6.017699115044239,-22.831858407079643,12.5
INE0LB101011,37,-11.267310113302553,-13.407469576164488,-72.4950884086444
INE0LB101011,49,-5.337361530715001,-23.726082578046327,-12.307692307692308
INE0LB101011,68,-15.00524658971668,-19.68520461699894,10.21897810218979
INE0LB101011,77,-1.597520267048147,-9.632808774439672,-32.786885245901644
INE0LB101011,173,-17.362637362637358,-29.059829059829067,-66.42685851318944
INE0LB101011,194,6.74331883157242,-26.351771286513358,-17.88079470198676
INE0LB101011,208,-19.62821213778021,-14.051394204483314,-63.63636363636363
INE0LLY01014,322,45.455168631752116,41.12284069097889,354.52150485270886
INE0LQG01010,105,-11.854605534902928,-0.2891367203634809,-82.3671497584541
INE0LQG01010,113,-15.367483296213813,40.80178173719378,-40.28571428571428
INE0LQG01010,153,60.538344337227024,68.71508379888267,181.46853146853147
INE0LQG01010,249,23.453050627434013,37.840761575075746,64.51612903225808
INE0LS001014,112,41.80064308681673,67.68488745980706,-86.9408945686901
INE0M3I01029,428,-10.569105691056912,,-84.6820809248555
INE0M3I01029,448,-9.090909090909093,,38.67924528301887
INE0M4D01010,367,2.2338317420284692,,-73.16368981646121
INE0MGA01012,26,-37.22096814647604,-9.305242036619,-35.46365914786968
INE0MGA01012,56,-6.243233489714905,112.95561169252974,-42.53308128544423
